,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,name
2296,Turbopsebius_sp_SLW_2002_Acroceridae,,Acroceridae,,,Turbopsebius,,SLW_2002,Turbopsebius
2297,Bolbomyia_nana_Bolbomyiidae,,Bolbomyiidae,,,Bolbomyia,nana,,Bolbomyia nana
2298,Rhagio_mystaceus_Rhagionidae,,Rhagionidae,,,Rhagio,mystaceus,,Rhagio mystaceus
2299,Rhagio_hirtus_Rhagionidae,,Rhagionidae,,,Rhagio,hirtus,,Rhagio hirtus
2300,Vermilio_opacus_Vermileonidae,,Vermileonidae,,,Vermilio,opacus,,Vermilio opacus
2301,Vermileo_opacus_Vermileonidae,,Vermileonidae,,,Vermileo,opacus,,Vermileo opacus
2302,Leptynoma_hessei_Vermileonidae,,Vermileonidae,,,Leptynoma,hessei,,Leptynoma hessei
2303,Vermileo_sp_PHK_2006_Vermileonidae,,Vermileonidae,,,Vermileo,,PHK_2006,Vermileo
2304,Atherimorpha_nemoralis_Rhagionidae,,Rhagionidae,,,Atherimorpha,nemoralis,,Atherimorpha nemoralis
2305,Atherimorpha_atrifemur_Rhagionidae,,Rhagionidae,,,Atherimorpha,atrifemur,,Atherimorpha atrifemur
2306,Atherimorpha_sp_3_PHK_Rhagionidae,,Rhagionidae,,,Atherimorpha,,3_PHK,Atherimorpha
2307,Atherimorpha_sp_2_PHK_Rhagionidae,,Rhagionidae,,,Atherimorpha,,2_PHK,Atherimorpha
2308,Atherimorpha_vernalis_Rhagionidae,,Rhagionidae,,,Atherimorpha,vernalis,,Atherimorpha vernalis
2309,Arthroteles_cinerea_Rhagionidae,,Rhagionidae,,,Arthroteles,cinerea,,Arthroteles cinerea
2310,Austroleptis_rhyphoides_Austroleptidae,,Austroleptidae,,,Austroleptis,rhyphoides,,Austroleptis rhyphoides
2311,Austroleptis_collessi_Austroleptidae,,Austroleptidae,,,Austroleptis,collessi,,Austroleptis collessi
2312,Austroleptis_multimaculatus_Austroleptidae,,Austroleptidae,,,Austroleptis,multimaculatus,,Austroleptis multimaculatus
2313,Ptiolina_fasciata_Rhagionidae,,Rhagionidae,,,Ptiolina,fasciata,,Ptiolina fasciata
2314,Arthroceras_fulvicorne_Rhagionidae,,Rhagionidae,,,Arthroceras,fulvicorne,,Arthroceras fulvicorne
2315,Chrysopilus_sp_3_PHK_2006_Rhagionidae,,Rhagionidae,,,Chrysopilus,,3_PHK_2006,Chrysopilus
2316,Chrysopilus_sp_2_PHK_2006_Rhagionidae,,Rhagionidae,,,Chrysopilus,,2_PHK_2006,Chrysopilus
2317,Chrysopilus_rhagiodes_Rhagionidae,,Rhagionidae,,,Chrysopilus,rhagiodes,,Chrysopilus rhagiodes
2318,Chrysopilus_quadratus_Rhagionidae,,Rhagionidae,,,Chrysopilus,quadratus,,Chrysopilus quadratus
2319,Ptiolina_sp_PHK_2011_Rhagionidae,,Rhagionidae,,,Ptiolina,,PHK_2011,Ptiolina
2320,Symphoromyia_sp_PHK_2006_Rhagionidae,,Rhagionidae,,,Symphoromyia,,PHK_2006,Symphoromyia
2321,Symphoromyia_hirta_Rhagionidae,,Rhagionidae,,,Symphoromyia,hirta,,Symphoromyia hirta
2322,Symphoromyia_sp_SLB_2003_Rhagionidae,,Rhagionidae,,,Symphoromyia,,SLB_2003,Symphoromyia
2323,spaniopsis_clelandi_Rhagionidae,,Rhagionidae,,,spaniopsis,clelandi,,spaniopsis clelandi
2324,spaniopsis_longicornis_Rhagionidae,,Rhagionidae,,,spaniopsis,longicornis,,spaniopsis longicornis
2325,Lilaea_Lilaea_fuliginosa_Tabanidae,,Tabanidae,,,Lilaea,fuliginosa,,Lilaea fuliginosa
2326,Adersia_oestroides_Tabanidae,,Tabanidae,,,Adersia,oestroides,,Adersia oestroides
2327,Silvius_Silvius_gigantulus_Tabanidae,,Tabanidae,,,Silvius,gigantulus,,Silvius gigantulus
2328,Silvius_Silvius_variegatus_Tabanidae,,Tabanidae,,,Silvius,variegatus,,Silvius variegatus
2329,Silvius_Griseosilvius_quadrivi_Tabanidaettatus,,Tabanidae,,,Silvius,quadrivittatus,,Silvius quadrivittatus
2330,Chrysops_madagascariensis_Tabanidae,,Tabanidae,,,Chrysops,madagascariensis,,Chrysops madagascariensis
2331,Chrysops_dispar_Tabanidae,,Tabanidae,,,Chrysops,dispar,,Chrysops dispar
2332,Chrysops_caecutiens_Tabanidae,,Tabanidae,,,Chrysops,caecutiens,,Chrysops caecutiens
2333,Chrysops_flavidus_Tabanidae,,Tabanidae,,,Chrysops,flavidus,,Chrysops flavidus
2334,Chrysops_viduatus_Tabanidae,,Tabanidae,,,Chrysops,viduatus,,Chrysops viduatus
2335,Chrysopilus_thoracicus_Rhagionidae,,Rhagionidae,,,Chrysopilus,thoracicus,,Chrysopilus thoracicus
2336,Chrysops_carbonarius_Tabanidae,,Tabanidae,,,Chrysops,carbonarius,,Chrysops carbonarius
2337,Chrysops_vittatus_Tabanidae,,Tabanidae,,,Chrysops,vittatus,,Chrysops vittatus
2338,Chrysops_upsilon_Tabanidae,,Tabanidae,,,Chrysops,upsilon,,Chrysops upsilon
2339,Chrysops_sp_20_bighindtibia_Tabanidae,,Tabanidae,,,Chrysops,,20_bighindtibia,Chrysops
2340,Chrysops_coquilletti_Tabanidae,,Tabanidae,,,Chrysops,coquilletti,,Chrysops coquilletti
2341,Rhigioglossa_edentula_Tabanidae,,Tabanidae,,,Rhigioglossa,edentula,,Rhigioglossa edentula
2342,Rhigioglossa_sp_2_RSA_Tabanidae,,Tabanidae,,,Rhigioglossa,,2_RSA,Rhigioglossa
2343,Aegophagamyia_Triclida_sp_1_n_Tabanidaer_brunnea,,Tabanidae,,,Aegophagamyia,,nr._brunnea,Aegophagamyia
2344,Aegophagamyia_Triclida_variega_Tabanidaeta,,Tabanidae,,,Aegophagamyia,variegata,,Aegophagamyia variegata
2345,Thaumastocera_akwa_Tabanidae,,Tabanidae,,,Thaumastocera,akwa,,Thaumastocera akwa
2346,Orgizomyia_zigzag_Tabanidae,,Tabanidae,,,Orgizomyia,zigzag,,Orgizomyia zigzag
2347,Tabanocella_Tabanocella_sp_3_Tabanidae,,Tabanidae,,,Tabanocella,,3,Tabanocella
2348,Tabanocella_Tabanocella_dentic_Tabanidaeornis,,Tabanidae,,,Tabanocella,dentic,,Tabanocella dentic
2349,Agelanius_lanei_Tabanidae,,Tabanidae,,,Agelanius,lanei,,Agelanius lanei
2350,Limata_sp_2_MEI_was_Limata_or_Tabanidae_Amanella,,Tabanidae,,,Limata,,2_MEI_was_Amanella,Limata
2351,Limata_sp_1_SIM_was_Diachlori_Tabanidaeni_sp_RSA,,Tabanidae,,,Limata,,1_SIM_was_RSA,Limata
2352,Cydistomyia_victoriensis_Tabanidae,,Tabanidae,,,Cydistomyia,victoriensis,,Cydistomyia victoriensis
2353,Dasybasis_Protodasyommia_trans_Tabanidaeversa_sp_2,,Tabanidae,,,Dasybasis,,transversa_sp_2,Dasybasis
2354,Dasybasis_gentilis_Tabanidae,,Tabanidae,,,Dasybasis,gentilis,,Dasybasis gentilis
2355,Dasybasis_neobasalis_Tabanidae,,Tabanidae,,,Dasybasis,neobasalis,,Dasybasis neobasalis
2356,Dasybasis_sp_11_Tabanidae,,Tabanidae,,,Dasybasis,,11,Dasybasis
2357,Dasybasis_Protodasyommia_batra_Tabanidaenkii_sp_1,,Tabanidae,,,Dasybasis,,batraenkii_sp_1,Dasybasis
2358,Stenotabanus_Stenotabanus_sp__Tabanidae1,,Tabanidae,,,Stenotabanus,,1,Stenotabanus
2359,Catachlorops_Psalidia_fulmineu_Tabanidaes,,Tabanidae,,,Catachlorops,fulmineus,,Catachlorops fulmineus
2360,Dichelacera_regina_Tabanidae,,Tabanidae,,,Dichelacera,regina,,Dichelacera regina
2361,Acanthocera_sp_1_Tabanidae,,Tabanidae,,,Acanthocera,,1,Acanthocera
2362,Dasychela_Triceratomyia_macint_Tabanidaeyrei,,Tabanidae,,,Dasychela,macinteyrei,,Dasychela macinteyrei
2363,Philipotabanus_stigmaticalis_Tabanidae,,Tabanidae,,,Philipotabanus,stigmaticalis,,Philipotabanus stigmaticalis
2364,Philipotabanus_pterographicus_Tabanidae,,Tabanidae,,,Philipotabanus,pterographicus,,Philipotabanus pterographicus
2365,Dicladocera_macula_nr_Tabanidae,,Tabanidae,,,Dicladocera,macula,nr,Dicladocera macula
2366,Stypommisa_sp_4_Tabanidae,,Tabanidae,,,Stypommisa,,4,Stypommisa
2367,Stypommisa_captiroptera_sp_2__TabanidaeFRGY,,Tabanidae,,,Stypommisa,captiroptera,2_FRGY,Stypommisa captiroptera
2368,Chlorotabanus_inanis_Tabanidae,,Tabanidae,,,Chlorotabanus,inanis,,Chlorotabanus inanis
2369,Dasybasis_sp_3_Tabanidae,,Tabanidae,,,Dasybasis,,3,Dasybasis
2370,Diachlorus_nr_curvipes_sp_2_Tabanidae,,Tabanidae,,,Diachlorus,,nr._curvipes_2,Diachlorus
2371,Hybomitra_rhombica_Tabanidae,,Tabanidae,,,Hybomitra,rhombica,,Hybomitra rhombica
2372,Hybomitra_cincta_Tabanidae,,Tabanidae,,,Hybomitra,cincta,,Hybomitra cincta
2373,Hybomitra_epistates_Tabanidae,,Tabanidae,,,Hybomitra,epistates,,Hybomitra epistates
2374,Hybomitra_illota_Tabanidae,,Tabanidae,,,Hybomitra,illota,,Hybomitra illota
2375,Hybomitra_bimaculata_Tabanidae,,Tabanidae,,,Hybomitra,bimaculata,,Hybomitra bimaculata
2376,Poeciloderas_quadripunctatus_Tabanidae,,Tabanidae,,,Poeciloderas,quadripunctatus,,Poeciloderas quadripunctatus
2377,Tabanus_abdominalis_Tabanidae,,Tabanidae,,,Tabanus,abdominalis,,Tabanus abdominalis
2378,Tabanus_superjumentarius_Tabanidae,,Tabanidae,,,Tabanus,superjumentarius,,Tabanus superjumentarius
2379,Tabanus_oknos_Tabanidae,,Tabanidae,,,Tabanus,oknos,,Tabanus oknos
2380,Tabanus_nigrotectus_Tabanidae,,Tabanidae,,,Tabanus,nigrotectus,,Tabanus nigrotectus
2381,Tabanus_biguttatus_Tabanidae,,Tabanidae,,,Tabanus,biguttatus,,Tabanus biguttatus
2382,Hippocentrum_versicolor_Tabanidae,,Tabanidae,,,Hippocentrum,versicolor,,Hippocentrum versicolor
2383,Haematopota_pluvialis___Tabanidae,,Tabanidae,,,Haematopota,pluvialis,,Haematopota pluvialis
2384,Haematopota_sp_SIM_Tabanidae,,Tabanidae,,,Haematopota,,SIM,Haematopota
2385,Haematopota_sp_RSA_2000_Tabanidae,,Tabanidae,,,Haematopota,,RSA_2000,Haematopota
2386,Haematopota_howarthi_Tabanidae,,Tabanidae,,,Haematopota,howarthi,,Haematopota howarthi
2387,Haematopota_latifascia_Tabanidae,,Tabanidae,,,Haematopota,latifascia,,Haematopota latifascia
2388,Haematopota_personata_Tabanidae,,Tabanidae,,,Haematopota,personata,,Haematopota personata
2389,Tabanus_maculicornis_Tabanidae,,Tabanidae,,,Tabanus,maculicornis,,Tabanus maculicornis
2390,Ancala_fasciata_Tabanidae,,Tabanidae,,,Ancala,fasciata,,Ancala fasciata
2391,Ancala_africana_Tabanidae,,Tabanidae,,,Ancala,africana,,Ancala africana
2392,Tabanus_leucostomus_Tabanidae,,Tabanidae,,,Tabanus,leucostomus,,Tabanus leucostomus
2393,Tabanus_caduceus_Tabanidae,,Tabanidae,,,Tabanus,caduceus,,Tabanus caduceus
2394,Tabanus_sp_Tabanidae_voucher_BDL149,,Tabanidae,,,Tabanus,,voucher_BDL149,Tabanus
2395,Tabanus_birmanicus_Tabanidae,,Tabanidae,,,Tabanus,birmanicus,,Tabanus birmanicus
2396,Tabanus_hirtitibia_or_discus_Tabanidae,,Tabanidae,,,Tabanus,,hirtitibia_or_discus,Tabanus
2397,Tabanus_aegrotus_Tabanidae,,Tabanidae,,,Tabanus,aegrotus,,Tabanus aegrotus
2398,Tabanus_atratus_Tabanidae?,,Tabanidae?,,,Tabanus,atratus,,Tabanus atratus
2399,Tabanus_sulcifrons_Tabanidae,,Tabanidae,,,Tabanus,sulcifrons,,Tabanus sulcifrons
2400,Tabanus_rufofrater_Tabanidae,,Tabanidae,,,Tabanus,rufofrater,,Tabanus rufofrater
2401,Tabanus_pellucidus_sp_15_Tabanidae,,Tabanidae,,,Tabanus,pellucidus,15,Tabanus pellucidus
2402,Phibalomyia_carteri_Tabanidae,,Tabanidae,,,Phibalomyia,carteri,,Phibalomyia carteri
2403,Philoliche_quinquemaculata_Tabanidae,,Tabanidae,,,Philoliche,quinquemaculata,,Philoliche quinquemaculata
2404,Philoliche_Returneria_alternan_Tabanidaes,,Tabanidae,,,Philoliche,alternans,,Philoliche alternans
2405,Philoliche_Buplex_basalis_Tabanidae,,Tabanidae,,,Philoliche,basalis,,Philoliche basalis
2406,Philoliche_subfascia_Tabanidae,,Tabanidae,,,Philoliche,subfascia,,Philoliche subfascia
2407,Philoliche_bukamensis_Tabanidae,,Tabanidae,,,Philoliche,bukamensis,,Philoliche bukamensis
2408,Philoliche_sp_SIM1123_Tabanidae,,Tabanidae,,,Philoliche,,SIM1123,Philoliche
2409,Philoliche_bivirgulata_Tabanidae,,Tabanidae,,,Philoliche,bivirgulata,,Philoliche bivirgulata
2410,Philoliche_andrenoides_Tabanidae,,Tabanidae,,,Philoliche,andrenoides,,Philoliche andrenoides
2411,Philoliche_Philoliche_aethiopi_Tabanidaeca,,Tabanidae,,,Philoliche,aethiopica,,Philoliche aethiopica
2412,Philoliche_elegans_Tabanidae,,Tabanidae,,,Philoliche,elegans,,Philoliche elegans
2413,Philoliche_rondani_Tabanidae,,Tabanidae,,,Philoliche,rondani,,Philoliche rondani
2414,Philoliche_rubiginosa_Tabanidae,,Tabanidae,,,Philoliche,rubiginosa,,Philoliche rubiginosa
2415,Philoliche_umbratipennis_Tabanidae,,Tabanidae,,,Philoliche,umbratipennis,,Philoliche umbratipennis
2416,Philoliche_gravoti_Tabanidae,,Tabanidae,,,Philoliche,gravoti,,Philoliche gravoti
2417,Philoliche_Philoliche_rostrata_Tabanidae,,Tabanidae,,,Philoliche,rostrata,,Philoliche rostrata
2418,Philoliche_gulosa_Tabanidae,,Tabanidae,,,Philoliche,gulosa,,Philoliche gulosa
2419,Philoliche_atricornis_Tabanidae,,Tabanidae,,,Philoliche,atricornis,,Philoliche atricornis
2420,Philoliche_lateralis_Tabanidae,,Tabanidae,,,Philoliche,lateralis,,Philoliche lateralis
2421,Philoliche_angulata_Tabanidae,,Tabanidae,,,Philoliche,angulata,,Philoliche angulata
2422,Philoliche_compacta_Tabanidae,,Tabanidae,,,Philoliche,compacta,,Philoliche compacta
2423,Philoliche_spiloptera_Tabanidae,,Tabanidae,,,Philoliche,spiloptera,,Philoliche spiloptera
2424,Goniops_chrysocoma_Tabanidae,,Tabanidae,,,Goniops,chrysocoma,,Goniops chrysocoma
2425,Scaptia_Scaptia_guttata_Tabanidae,,Tabanidae,,,Scaptia,guttata,,Scaptia guttata
2426,Triclista_singularis_Tabanidae,,Tabanidae,,,Triclista,singularis,,Triclista singularis
2427,Lepmia_leucothorax_Tabanidae,,Tabanidae,,,Lepmia,leucothorax,,Lepmia leucothorax
2428,Scione_brevistriga_Tabanidae,,Tabanidae,,,Scione,brevistriga,,Scione brevistriga
2429,Scione_equatoriensis_Tabanidae,,Tabanidae,,,Scione,equatoriensis,,Scione equatoriensis
2430,Scione_huancabambae_Tabanidae,,Tabanidae,,,Scione,huancabambae,,Scione huancabambae
2431,Scione_fusca_Tabanidae,,Tabanidae,,,Scione,fusca,,Scione fusca
2432,Scione_maculipennis_Tabanidae,,Tabanidae,,,Scione,maculipennis,,Scione maculipennis
2433,Scione_rufipes_Tabanidae,,Tabanidae,,,Scione,rufipes,,Scione rufipes
2434,Pseudoscione_vittata_Tabanidae,,Tabanidae,,,Pseudoscione,vittata,,Pseudoscione vittata
2435,Pseudoscione_dorsoguttata_Tabanidae,,Tabanidae,,,Pseudoscione,dorsoguttata,,Pseudoscione dorsoguttata
2436,Parosca_viridiventris_Tabanidae,,Tabanidae,,,Parosca,viridiventris,,Parosca viridiventris
2437,Parosca_latipalpis_Tabanidae,,Tabanidae,,,Parosca,latipalpis,,Parosca latipalpis
2438,Scaptia_auranticula_Tabanidae,,Tabanidae,,,Scaptia,auranticula,,Scaptia auranticula
2439,Pityocera_Elaphella_cervus_Tabanidae,,Tabanidae,,,Pityocera,cervus,,Pityocera cervus
2440,Fidena_Fidena_flavipennis_Tabanidae,,Tabanidae,,,Fidena,flavipennis,,Fidena flavipennis
2441,Fidena_Fidena_sp_1_Tabanidae,,Tabanidae,,,Fidena,,1,Fidena
2442,Fidena_pallidula_Tabanidae,,Tabanidae,,,Fidena,pallidula,,Fidena pallidula
2443,Fidena_rhinophora_Tabanidae,,Tabanidae,,,Fidena,rhinophora,,Fidena rhinophora
2444,Scaptia_minuscula_Tabanidae,,Tabanidae,,,Scaptia,minuscula,,Scaptia minuscula
2445,Scaptia_tricolor_Tabanidae,,Tabanidae,,,Scaptia,tricolor,,Scaptia tricolor
2446,Scaptia_Scaptia_alpina_Tabanidae,,Tabanidae,,,Scaptia,alpina,,Scaptia alpina
2447,Scaptia_aurata_Tabanidae,,Tabanidae,,,Scaptia,aurata,,Scaptia aurata
2448,Scaptia_brevirostris_Tabanidae,,Tabanidae,,,Scaptia,brevirostris,,Scaptia brevirostris
2449,Scaptia_nr_brevirostris_Tabanidae,,Tabanidae,,,Scaptia,brevirostris,nr,Scaptia brevirostris
2450,Scaptia_sp_3_Tabanidae,,Tabanidae,,,Scaptia,,3,Scaptia
2451,Scaptia_jacksonii_Tabanidae,,Tabanidae,,,Scaptia,jacksonii,,Scaptia jacksonii
2452,Scaptia_monticola_Tabanidae,,Tabanidae,,,Scaptia,monticola,,Scaptia monticola
2453,Scaptia_fulgida_Tabanidae,,Tabanidae,,,Scaptia,fulgida,,Scaptia fulgida
2454,Scaptia_abdominalis_Tabanidae,,Tabanidae,,,Scaptia,abdominalis,,Scaptia abdominalis
2455,Scaptia_similis_Tabanidae,,Tabanidae,,,Scaptia,similis,,Scaptia similis
2456,Scaptia_jacksoniensis_Tabanidae,,Tabanidae,,,Scaptia,jacksoniensis,,Scaptia jacksoniensis
2457,Apocampta_subcana_Tabanidae,,Tabanidae,,,Apocampta,subcana,,Apocampta subcana
2458,Osca_lata_BDL038_Tabanidae,,Tabanidae,,,Osca,lata,BDL038,Osca lata
2459,Plinthina_nigripuncta_Tabanidae,,Tabanidae,,,Plinthina,nigripuncta,,Plinthina nigripuncta
2460,Plinthina_arnhemensis_Tabanidae,,Tabanidae,,,Plinthina,arnhemensis,,Plinthina arnhemensis
2461,Plinthina_subcinerea_Tabanidae,,Tabanidae,,,Plinthina,subcinerea,,Plinthina subcinerea
2462,Plinthina_binotata_Tabanidae,,Tabanidae,,,Plinthina,binotata,,Plinthina binotata
2463,Myioscaptia_calliphora_Tabanidae,,Tabanidae,,,Myioscaptia,calliphora,,Myioscaptia calliphora
2464,Myioscaptia_inopinata_Tabanidae,,Tabanidae,,,Myioscaptia,inopinata,,Myioscaptia inopinata
2465,Myioscaptia_violacea_Tabanidae,,Tabanidae,,,Myioscaptia,violacea,,Myioscaptia violacea
2466,Copidapha_regisgeorgii_Tabanidae,,Tabanidae,,,Copidapha,regisgeorgii,,Copidapha regisgeorgii
2467,Copidapha_clavata_Tabanidae,,Tabanidae,,,Copidapha,clavata,,Copidapha clavata
2468,Copidapha_maculiventris_Tabanidae,,Tabanidae,,,Copidapha,maculiventris,,Copidapha maculiventris
2469,Copidapha_neoconcolor_Tabanidae,,Tabanidae,,,Copidapha,neoconcolor,,Copidapha neoconcolor
2470,Copidapha_roei_BDL033_Tabanidae,,Tabanidae,,,Copidapha,roei,BDL033,Copidapha roei
2471,Copidapha_lasiophthalma_BDL032_Tabanidae,,Tabanidae,,,Copidapha,lasiophthalma,BDL032,Copidapha lasiophthalma
2472,Scaptia_Pseudoscione_neoconcol_Tabanidaeor_was_sp_4_AUS,,Tabanidae,,,Scaptia,neoconcolor,4_AUS,Scaptia neoconcolor
2473,Copidapha_quadrimacula_Tabanidae,,Tabanidae,,,Copidapha,quadrimacula,,Copidapha quadrimacula
2474,Copidapha_aureohirta_Tabanidae,,Tabanidae,,,Copidapha,aureohirta,,Copidapha aureohirta
2475,Copidapha_subcontigua_Tabanidae,,Tabanidae,,,Copidapha,subcontigua,,Copidapha subcontigua
2476,Copidapha_xanthopilis_Tabanidae,,Tabanidae,,,Copidapha,xanthopilis,,Copidapha xanthopilis
2477,Copidapha_bicolorata_Tabanidae,,Tabanidae,,,Copidapha,bicolorata,,Copidapha bicolorata
2478,Copidapha_aff__georgii_BDL_201_Tabanidae3,,Tabanidae,,,Copidapha,,,Copidapha
2479,Copidapha_georgii_Tabanidae,,Tabanidae,,,Copidapha,georgii,,Copidapha georgii
2480,Copidapha_guttipennis_Tabanidae,,Tabanidae,,,Copidapha,guttipennis,,Copidapha guttipennis
2481,Copidapha_testaceomaculata_Tabanidae,,Tabanidae,,,Copidapha,testaceomaculata,,Copidapha testaceomaculata
2482,Copidapha_occidentalis_Tabanidae,,Tabanidae,,,Copidapha,occidentalis,,Copidapha occidentalis
2483,Osca_nr__lata_PEET1001_Tabanidae,,Tabanidae,,,Osca,,,Osca
2484,Anzomyia_pegasus_Tabanidae,,Tabanidae,,,Anzomyia,pegasus,,Anzomyia pegasus
2485,Scioniini_gen__NZ_sp_adrel_Tabanidae,,Tabanidae,,Scioniini,,,,Scioniini
2486,Scioniini_gen__NZ_sp_ricardoa_Tabanidaee,,Tabanidae,,Scioniini,,,,Scioniini
2487,Scioniini_gen_NZ_sp_lerda_vou_Tabanidaecher_BDL103,,Tabanidae,,Scioniini,,,,Scioniini
2488,Scioniini_gen__NZ_sp_milleri_Tabanidae,,Tabanidae,,Scioniini,,,,Scioniini
2489,Stonemyia_rasa_Tabanidae,,Tabanidae,,,Stonemyia,rasa,,Stonemyia rasa
2490,Mycteromyia_sp_1_Tabanidae,,Tabanidae,,,Mycteromyia,,,Mycteromyia
2491,Esenbeckia_Palassomyia_fascipe_Tabanidaennis,,Tabanidae,,,Esenbeckia,fascipes,,Esenbeckia fascipes
2492,Pegasomyia_abaureus_Tabanidae,,Tabanidae,,,Pegasomyia,abaureus,,Pegasomyia abaureus
2493,Esenbeckia_Esenbeckia_prasiniv_Tabanidaeentris,,Tabanidae,,,Esenbeckia,prasiniv,,Esenbeckia prasiniv
2494,Esenbeckia_Ricardoa_sp_3_Tabanidae,,Tabanidae,,,Esenbeckia,,,Esenbeckia
2495,Esenbeckia_Ricardoa_delta_Tabanidae,,Tabanidae,,,Esenbeckia,delta,,Esenbeckia delta
2496,Esenbeckia_nr_lugubris_Fidena__TabanidaeLaphriomyia_sp_4,,Tabanidae,,,Esenbeckia,,,Esenbeckia
2497,Ectenopsis_sp_1_Tabanidae,,Tabanidae,,,Ectenopsis,,,Ectenopsis
2498,Apatolestes_sp_2_BKC_2014_Tabanidae,,Tabanidae,,,Apatolestes,,,Apatolestes
2499,Asaphomyia_floridensis_Tabanidae,,Tabanidae,,,Asaphomyia,floridensis,,Asaphomyia floridensis
2500,Dasyomma_caeruleum_Athericidae,,Athericidae,,,Dasyomma,caeruleum,,Dasyomma caeruleum
2501,Dasyomma_vittatum_Athericidae,,Athericidae,,,Dasyomma,vittatum,,Dasyomma vittatum
2502,Dasyomma_sp_Athericidae,,Athericidae,,,Dasyomma,,,Dasyomma
2503,Atherix_variegata_Athericidae,,Athericidae,,,Atherix,variegata,,Atherix variegata
2504,Atherix_marginata_Athericidae,,Athericidae,,,Atherix,marginata,,Atherix marginata
2505,Suragina_longipes_Athericidae,,Athericidae,,,Suragina,longipes,,Suragina longipes
2506,Oreoleptis_torrenticola_Oreoleptidae,,Oreoleptidae,,,Oreoleptis,torrenticola,,Oreoleptis torrenticola
2507,Pseudoerinna_jonesi_Pelecorhynchidae,,Pelecorhynchidae,,,Pseudoerinna,jonesi,,Pseudoerinna jonesi
2508,Pelecorhynchus_personatus_Pelecorhynchidae,,Pelecorhynchidae,,,Pelecorhynchus,personatus,,Pelecorhynchus personatus
2509,Glutops_singularis_Pelecorhynchidae,,Pelecorhynchidae,,,Glutops,singularis,,Glutops singularis
2510,Glutops_rossi_Pelecorhynchidae,,Pelecorhynchidae,,,Glutops,rossi,,Glutops rossi
2511,Heterostomus_sp_PHK2011_Xylophagidae,,Xylophagidae,,,Heterostomus,,PHK2011,Heterostomus
2512,Arthropeas_magnum_Xylophagidae,,Xylophagidae,,,Arthropeas,magnum,,Arthropeas magnum
2513,Coenomyia_ferruginea_Xylophagidae,,Xylophagidae,,,Coenomyia,ferruginea,,Coenomyia ferruginea
2514,Dialysis_elongata_Xylophagidae,,Xylophagidae,,,Dialysis,elongata,,Dialysis elongata
2515,Rachicerus_obscuripennis_Xylophagidae,,Xylophagidae,,,Rachicerus,obscuripennis,,Rachicerus obscuripennis
2516,Xylophagus_cinctus_Xylophagidae,,Xylophagidae,,,Xylophagus,cinctus,,Xylophagus cinctus
2517,Exeretonevra_angustifrons_Xylophagidae,,Xylophagidae,,,Exeretonevra,angustifrons,,Exeretonevra angustifrons
2518,Heterostomus_curvipalpis_Xylophagidae,,Xylophagidae,,,Heterostomus,curvipalpis,,Heterostomus curvipalpis
2519,Pantophthalmus_sp_Pantophthalmidae,,Pantophthalmidae,,,Pantophthalmus,,,Pantophthalmus
2520,Pantophthalmus_sp_Pantophthalmidae_BW_2000,,Pantophthalmidae,,,Pantophthalmus,,BW_2000,Pantophthalmus
2521,Pantophthalmus_sp_Pantophthalmidae_MDT_2010,,Pantophthalmidae,,,Pantophthalmus,,MDT_2010,Pantophthalmus
2522,Solva_sp_CB0434_Xylomyidae,,Xylomyidae,,,Solva,,CB0434,Solva
2523,Xylomya_parens_Xylomyidae,,Xylomyidae,,,Xylomya,parens,,Xylomya parens
2524,Platylobium_zurstrasseni_Stratiomyidae,,Stratiomyidae,,,Platylobium,zurstrasseni,,Platylobium zurstrasseni
2525,Proegmenomyia_metallica_Stratiomyidae,,Stratiomyidae,,,Proegmenomyia,metallica,,Proegmenomyia metallica
2526,Pseudocyphomyia_mimetica_Stratiomyidae,,Stratiomyidae,,,Pseudocyphomyia,mimetica,,Pseudocyphomyia mimetica
2527,Artemita_aurata_CB0303_Stratiomyidae,,Stratiomyidae,,,Artemita,aurata,CB0303,Artemita aurata
2528,Culcua_nigra_Stratiomyidae,,Stratiomyidae,,,Culcua,nigra,,Culcua nigra
2529,Culcua_kolibaci_Stratiomyidae,,Stratiomyidae,,,Culcua,kolibaci,,Culcua kolibaci
2530,Tinda_javana_Stratiomyidae,,Stratiomyidae,,,Tinda,javana,,Tinda javana
2531,Pachygaster_atra_Stratiomyidae,,Stratiomyidae,,,Pachygaster,atra,,Pachygaster atra
2532,Eudmeta_marginata_Stratiomyidae,,Stratiomyidae,,,Eudmeta,marginata,,Eudmeta marginata
2533,Microchrysa_polita_Stratiomyidae,,Stratiomyidae,,,Microchrysa,polita,,Microchrysa polita
2534,Ptecticus_brevipennis_Stratiomyidae,,Stratiomyidae,,,Ptecticus,brevipennis,,Ptecticus brevipennis
2535,Sargus_bipunctatus_Stratiomyidae,,Stratiomyidae,,,Sargus,bipunctatus,,Sargus bipunctatus
2536,Sargus_thoracicus_Stratiomyidae,,Stratiomyidae,,,Sargus,thoracicus,,Sargus thoracicus
