tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers
Hirmoneura_sp_MDT_2010_Nemestrinidae,,Nemestrinidae,,,Hirmoneura,,MDT_2010
Nemestrinidae_gen_sp_Nemestrinidae,,Nemestrinidae,,,,,
Acrocera_bulla_Acroceridae,,Acroceridae,,,Acrocera,bulla,
sphaerops_sp_SLW_2002_Acroceridae,,Acroceridae,,,sphaerops,,SLW_2002
Acrocera_orbicula_Acroceridae,,Acroceridae,,,Acrocera,orbicula,
Acrocera_sp_SLW_2002a_Acroceridae,,Acroceridae,,,Acrocera,,SLW_2002a
Acrocera_sp_SLW_2002b_Acroceridae,,Acroceridae,,,Acrocera,,SLW_2002b
Helle_longirostris_Acroceridae,,Acroceridae,,,Helle,longirostris,
Acroceridae_sp_New_Caledonia_Acroceridae,,Acroceridae,,,,,New_Caledonia
Parahelle_sp_SLW_2002_Acroceridae,,Acroceridae,,,Parahelle,,SLW_2002
Thyllis_philopotoides_Acroceridae,,Acroceridae,,,Thyllis,philopotoides,
Thyllis_splendens_Acroceridae,,Acroceridae,,,Thyllis,splendens,
Thyllis_crassa_Acroceridae,,Acroceridae,,,Thyllis,crassa,
Thyllis_sp_SLW_2002a_Acroceridae,,Acroceridae,,,Thyllis,,SLW_2002a
Terphis_sp_SLW_2002_Acroceridae,,Acroceridae,,,Terphis,,SLW_2002
Philopota_sp_SLW_2002b_Acroceridae,,Acroceridae,,,Philopota,,SLW_2002b
Megalybus_nr__pictus_SLW_2002_Acroceridae,,Acroceridae,,,Megalybus,,nr__pictus_SLW_2002
Holops_sp_SLW_2002_Acroceridae,,Acroceridae,,,Holops,,SLW_2002
Ogcodes_leptisoma_Acroceridae,,Acroceridae,,,Ogcodes,leptisoma,
Ogcodes_sp_LRC_2002_Acroceridae,,Acroceridae,,,Ogcodes,,LRC_2002
Ogcodes_sp_SLW_2002_Acroceridae,,Acroceridae,,,Ogcodes,,SLW_2002
Ogcodes_basalis_Acroceridae,,Acroceridae,,,Ogcodes,basalis,
Ogcodes_canadensis_Acroceridae,,Acroceridae,,,Ogcodes,canadensis,
Ogcodes_fumatus_Acroceridae,,Acroceridae,,,Ogcodes,fumatus,
Psilodera_affinis_Acroceridae,,Acroceridae,,,Psilodera,affinis,
Pterodontia_sp_SLW_2002_Acroceridae,,Acroceridae,,,Pterodontia,,SLW_2002
Ocnaea_sp_SLW_2002c_Acroceridae,,Acroceridae,,,Ocnaea,,SLW_2002c
Ocnaea_sp_SLW_2002b_Acroceridae,,Acroceridae,,,Ocnaea,,SLW_2002b
Ocnaea_sp_SLW_2002a_Acroceridae,,Acroceridae,,,Ocnaea,,SLW_2002a
Archipialea_sp_SLW_2002_Acroceridae,,Acroceridae,,,Archipialea,,SLW_2002
Arrhynchus_penai_Acroceridae,,Acroceridae,,,Arrhynchus,penai,
Arrhynchus_nr_vittatus_SLW_200_Acroceridae2,,Acroceridae,,,Arrhynchus,,nr_vittatus_SLW_200
Apsona_muscaria_Acroceridae,,Acroceridae,,,Apsona,muscaria,
Astomella_sp_SLW2002_Acroceridae,,Acroceridae,,,Astomella,,SLW_2002
Eulonchus_sp_SLW2002c_Acroceridae,,Acroceridae,,,Eulonchus,,SLW_2002c
Eulonchus_marialiciae_Acroceridae,,Acroceridae,,,Eulonchus,marialiciae,
Eulonchus_smaragdinus_Acroceridae,,Acroceridae,,,Eulonchus,smaragdinus,
Lasia_sp_SLW_2002c_Acroceridae,,Acroceridae,,,Lasia,,SLW_2002c
Lasia_sp_SLW_2002a_Acroceridae,,Acroceridae,,,Lasia,,SLW_2002a
Lasia_sp_SLW_2002d_Acroceridae,,Acroceridae,,,Lasia,,SLW_2002d
Lasia_carbonanicus_Acroceridae,,Acroceridae,,,Lasia,carbonanicus,
Turbopsebius_sp_SLW_2006_Acroceridae,,Acroceridae,,,Turbopsebius,,SLW_2006
Paracyrtus_sp_SLW_2002_Acroceridae,,Acroceridae,,,Paracyrtus,,SLW_2002
Turbopsebius_diligens_Acroceridae,,Acroceridae,,,Turbopsebius,diligens,
Turbopsebius_sp_SLW_2002_Acroceridae,,Acroceridae,,,Turbopsebius,,SLW_2002
Bolbomyia_nana_Bolbomyiidae,,Bolbomyiidae,,,Bolbomyia,nana,
Rhagio_mystaceus_Rhagionidae,,Rhagionidae,,,Rhagio,mystaceus,
Rhagio_hirtus_Rhagionidae,,Rhagionidae,,,Rhagio,hirtus,
Vermilio_opacus_Vermileonidae,,Vermileonidae,,,Vermilio,opacus,
Vermileo_opacus_Vermileonidae,,Vermileonidae,,,Vermileo,opacus,
Leptynoma_hessei_Vermileonidae,,Vermileonidae,,,Leptynoma,hessei,
Vermileo_sp_PHK_2006_Vermileonidae,,Vermileonidae,,,Vermileo,,PHK_2006
Atherimorpha_nemoralis_Rhagionidae,,Rhagionidae,,,Atherimorpha,nemoralis,
Atherimorpha_atrifemur_Rhagionidae,,Rhagionidae,,,Atherimorpha,atrifemur,
Atherimorpha_sp_3_PHK_Rhagionidae,,Rhagionidae,,,Atherimorpha,,3_PHK
Atherimorpha_sp_2_PHK_Rhagionidae,,Rhagionidae,,,Atherimorpha,,2_PHK
Atherimorpha_vernalis_Rhagionidae,,Rhagionidae,,,Atherimorpha,vernalis,
Arthroteles_cinerea_Rhagionidae,,Rhagionidae,,,Arthroteles,cinerea,
Austroleptis_rhyphoides_Austroleptidae,,Austroleptidae,,,Austroleptis,rhyphoides,
Austroleptis_collessi_Austroleptidae,,Austroleptidae,,,Austroleptis,collessi,
Austroleptis_multimaculatus_Austroleptidae,,Austroleptidae,,,Austroleptis,multimaculatus,
Ptiolina_fasciata_Rhagionidae,,Rhagionidae,,,Ptiolina,fasciata,
Arthroceras_fulvicorne_Rhagionidae,,Rhagionidae,,,Arthroceras,fulvicorne,
Chrysopilus_sp_3_PHK_2006_Rhagionidae,,Rhagionidae,,,Chrysopilus,,3_PHK_2006
Chrysopilus_sp_2_PHK_2006_Rhagionidae,,Rhagionidae,,,Chrysopilus,,2_PHK_2006
Chrysopilus_rhagiodes_Rhagionidae,,Rhagionidae,,,Chrysopilus,rhagiodes,
Chrysopilus_quadratus_Rhagionidae,,Rhagionidae,,,Chrysopilus,quadratus,
Ptiolina_sp_PHK_2011_Rhagionidae,,Rhagionidae,,,Ptiolina,,PHK_2011
Symphoromyia_sp_PHK_2006_Rhagionidae,,Rhagionidae,,,Symphoromyia,,PHK_2006
Symphoromyia_hirta_Rhagionidae,,Rhagionidae,,,Symphoromyia,hirta,
Symphoromyia_sp_SLB_2003_Rhagionidae,,Rhagionidae,,,Symphoromyia,,SLB_2003
spaniopsis_clelandi_Rhagionidae,,Rhagionidae,,,spaniopsis,clelandi,
spaniopsis_longicornis_Rhagionidae,,Rhagionidae,,,spaniopsis,longicornis,
Lilaea_Lilaea_fuliginosa_Tabanidae,,Tabanidae,,,Lilaea,fuliginosa,
Adersia_oestroides_Tabanidae,,Tabanidae,,,Adersia,oestroides,
Silvius_Silvius_gigantulus_Tabanidae,,Tabanidae,,,Silvius,gigantulus,
Silvius_Silvius_variegatus_Tabanidae,,Tabanidae,,,Silvius,variegatus,
Silvius_Griseosilvius_quadrivi_Tabanidaettatus,,Tabanidae,,,Silvius,quadrivittatus,
Chrysops_madagascariensis_Tabanidae,,Tabanidae,,,Chrysops,madagascariensis,
Chrysops_dispar_Tabanidae,,Tabanidae,,,Chrysops,dispar,
Chrysops_caecutiens_Tabanidae,,Tabanidae,,,Chrysops,caecutiens,
Chrysops_flavidus_Tabanidae,,Tabanidae,,,Chrysops,flavidus,
Chrysops_viduatus_Tabanidae,,Tabanidae,,,Chrysops,viduatus,
Chrysopilus_thoracicus_Rhagionidae,,Rhagionidae,,,Chrysopilus,thoracicus,
Chrysops_carbonarius_Tabanidae,,Tabanidae,,,Chrysops,carbonarius,
Chrysops_vittatus_Tabanidae,,Tabanidae,,,Chrysops,vittatus,
Chrysops_upsilon_Tabanidae,,Tabanidae,,,Chrysops,upsilon,
Chrysops_sp_20_bighindtibia_Tabanidae,,Tabanidae,,,Chrysops,,20_bighindtibia
Chrysops_coquilletti_Tabanidae,,Tabanidae,,,Chrysops,coquilletti,
Rhigioglossa_edentula_Tabanidae,,Tabanidae,,,Rhigioglossa,edentula,
Rhigioglossa_sp_2_RSA_Tabanidae,,Tabanidae,,,Rhigioglossa,,2_RSA
Aegophagamyia_Triclida_sp_1_n_Tabanidaer_brunnea,,Tabanidae,,,Aegophagamyia,,nr._brunnea
Aegophagamyia_Triclida_variega_Tabanidaeta,,Tabanidae,,,Aegophagamyia,variegata,
Thaumastocera_akwa_Tabanidae,,Tabanidae,,,Thaumastocera,akwa,
Orgizomyia_zigzag_Tabanidae,,Tabanidae,,,Orgizomyia,zigzag,
Tabanocella_Tabanocella_sp_3_Tabanidae,,Tabanidae,,,Tabanocella,,3
Tabanocella_Tabanocella_dentic_Tabanidaeornis,,Tabanidae,,,Tabanocella,dentic,
Agelanius_lanei_Tabanidae,,Tabanidae,,,Agelanius,lanei,
Limata_sp_2_MEI_was_Limata_or_Tabanidae_Amanella,,Tabanidae,,,Limata,,2_MEI_was_Amanella
Limata_sp_1_SIM_was_Diachlori_Tabanidaeni_sp_RSA,,Tabanidae,,,Limata,,1_SIM_was_RSA
Cydistomyia_victoriensis_Tabanidae,,Tabanidae,,,Cydistomyia,victoriensis,
Dasybasis_Protodasyommia_trans_Tabanidaeversa_sp_2,,Tabanidae,,,Dasybasis,,transversa_sp_2
Dasybasis_gentilis_Tabanidae,,Tabanidae,,,Dasybasis,gentilis,
Dasybasis_neobasalis_Tabanidae,,Tabanidae,,,Dasybasis,neobasalis,
Dasybasis_sp_11_Tabanidae,,Tabanidae,,,Dasybasis,,11
Dasybasis_Protodasyommia_batra_Tabanidaenkii_sp_1,,Tabanidae,,,Dasybasis,,batraenkii_sp_1
Stenotabanus_Stenotabanus_sp__Tabanidae1,,Tabanidae,,,Stenotabanus,,1
Catachlorops_Psalidia_fulmineu_Tabanidaes,,Tabanidae,,,Catachlorops,fulmineus,
Dichelacera_regina_Tabanidae,,Tabanidae,,,Dichelacera,regina,
Acanthocera_sp_1_Tabanidae,,Tabanidae,,,Acanthocera,,1
Dasychela_Triceratomyia_macint_Tabanidaeyrei,,Tabanidae,,,Dasychela,macinteyrei,
Philipotabanus_stigmaticalis_Tabanidae,,Tabanidae,,,Philipotabanus,stigmaticalis,
Philipotabanus_pterographicus_Tabanidae,,Tabanidae,,,Philipotabanus,pterographicus,
Dicladocera_macula_nr_Tabanidae,,Tabanidae,,,Dicladocera,macula,nr
Stypommisa_sp_4_Tabanidae,,Tabanidae,,,Stypommisa,,4
Stypommisa_captiroptera_sp_2__TabanidaeFRGY,,Tabanidae,,,Stypommisa,captiroptera,2_FRGY
Chlorotabanus_inanis_Tabanidae,,Tabanidae,,,Chlorotabanus,inanis,
Dasybasis_sp_3_Tabanidae,,Tabanidae,,,Dasybasis,,3
Diachlorus_nr_curvipes_sp_2_Tabanidae,,Tabanidae,,,Diachlorus,,nr._curvipes_2
Hybomitra_rhombica_Tabanidae,,Tabanidae,,,Hybomitra,rhombica,
Hybomitra_cincta_Tabanidae,,Tabanidae,,,Hybomitra,cincta,
Hybomitra_epistates_Tabanidae,,Tabanidae,,,Hybomitra,epistates,
Hybomitra_illota_Tabanidae,,Tabanidae,,,Hybomitra,illota,
Hybomitra_bimaculata_Tabanidae,,Tabanidae,,,Hybomitra,bimaculata,
Poeciloderas_quadripunctatus_Tabanidae,,Tabanidae,,,Poeciloderas,quadripunctatus,
Tabanus_abdominalis_Tabanidae,,Tabanidae,,,Tabanus,abdominalis,
Tabanus_superjumentarius_Tabanidae,,Tabanidae,,,Tabanus,superjumentarius,
Tabanus_oknos_Tabanidae,,Tabanidae,,,Tabanus,oknos,
Tabanus_nigrotectus_Tabanidae,,Tabanidae,,,Tabanus,nigrotectus,
Tabanus_biguttatus_Tabanidae,,Tabanidae,,,Tabanus,biguttatus,
Hippocentrum_versicolor_Tabanidae,,Tabanidae,,,Hippocentrum,versicolor,
Haematopota_pluvialis___Tabanidae,,Tabanidae,,,Haematopota,pluvialis,
Haematopota_sp_SIM_Tabanidae,,Tabanidae,,,Haematopota,,SIM
Haematopota_sp_RSA_2000_Tabanidae,,Tabanidae,,,Haematopota,,RSA_2000
Haematopota_howarthi_Tabanidae,,Tabanidae,,,Haematopota,howarthi,
Haematopota_latifascia_Tabanidae,,Tabanidae,,,Haematopota,latifascia,
Haematopota_personata_Tabanidae,,Tabanidae,,,Haematopota,personata,
Tabanus_maculicornis_Tabanidae,,Tabanidae,,,Tabanus,maculicornis,
Ancala_fasciata_Tabanidae,,Tabanidae,,,Ancala,fasciata,
Ancala_africana_Tabanidae,,Tabanidae,,,Ancala,africana,
Tabanus_leucostomus_Tabanidae,,Tabanidae,,,Tabanus,leucostomus,
Tabanus_caduceus_Tabanidae,,Tabanidae,,,Tabanus,caduceus,
Tabanus_sp_Tabanidae_voucher_BDL149,,Tabanidae,,,Tabanus,,voucher_BDL149
Tabanus_birmanicus_Tabanidae,,Tabanidae,,,Tabanus,birmanicus,
Tabanus_hirtitibia_or_discus_Tabanidae,,Tabanidae,,,Tabanus,,hirtitibia_or_discus
Tabanus_aegrotus_Tabanidae,,Tabanidae,,,Tabanus,aegrotus,
Tabanus_atratus_Tabanidae?,,Tabanidae?,,,Tabanus,atratus,
Tabanus_sulcifrons_Tabanidae,,Tabanidae,,,Tabanus,sulcifrons,
Tabanus_rufofrater_Tabanidae,,Tabanidae,,,Tabanus,rufofrater,
Tabanus_pellucidus_sp_15_Tabanidae,,Tabanidae,,,Tabanus,pellucidus,15
Phibalomyia_carteri_Tabanidae,,Tabanidae,,,Phibalomyia,carteri,
Philoliche_quinquemaculata_Tabanidae,,Tabanidae,,,Philoliche,quinquemaculata,
Philoliche_Returneria_alternan_Tabanidaes,,Tabanidae,,,Philoliche,alternans,
Philoliche_Buplex_basalis_Tabanidae,,Tabanidae,,,Philoliche,basalis,
Philoliche_subfascia_Tabanidae,,Tabanidae,,,Philoliche,subfascia,
Philoliche_bukamensis_Tabanidae,,Tabanidae,,,Philoliche,bukamensis,
Philoliche_sp_SIM1123_Tabanidae,,Tabanidae,,,Philoliche,,SIM1123
Philoliche_bivirgulata_Tabanidae,,Tabanidae,,,Philoliche,bivirgulata,
Philoliche_andrenoides_Tabanidae,,Tabanidae,,,Philoliche,andrenoides,
Philoliche_Philoliche_aethiopi_Tabanidaeca,,Tabanidae,,,Philoliche,aethiopica,
Philoliche_elegans_Tabanidae,,Tabanidae,,,Philoliche,elegans,
Philoliche_rondani_Tabanidae,,Tabanidae,,,Philoliche,rondani,
Philoliche_rubiginosa_Tabanidae,,Tabanidae,,,Philoliche,rubiginosa,
Philoliche_umbratipennis_Tabanidae,,Tabanidae,,,Philoliche,umbratipennis,
Philoliche_gravoti_Tabanidae,,Tabanidae,,,Philoliche,gravoti,
Philoliche_Philoliche_rostrata_Tabanidae,,Tabanidae,,,Philoliche,rostrata,
Philoliche_gulosa_Tabanidae,,Tabanidae,,,Philoliche,gulosa,
Philoliche_atricornis_Tabanidae,,Tabanidae,,,Philoliche,atricornis,
Philoliche_lateralis_Tabanidae,,Tabanidae,,,Philoliche,lateralis,
Philoliche_angulata_Tabanidae,,Tabanidae,,,Philoliche,angulata,
Philoliche_compacta_Tabanidae,,Tabanidae,,,Philoliche,compacta,
Philoliche_spiloptera_Tabanidae,,Tabanidae,,,Philoliche,spiloptera,
Goniops_chrysocoma_Tabanidae,,Tabanidae,,,Goniops,chrysocoma,
Scaptia_Scaptia_guttata_Tabanidae,,Tabanidae,,,Scaptia,guttata,
Triclista_singularis_Tabanidae,,Tabanidae,,,Triclista,singularis,
Lepmia_leucothorax_Tabanidae,,Tabanidae,,,Lepmia,leucothorax,
Scione_brevistriga_Tabanidae,,Tabanidae,,,Scione,brevistriga,
Scione_equatoriensis_Tabanidae,,Tabanidae,,,Scione,equatoriensis,
Scione_huancabambae_Tabanidae,,Tabanidae,,,Scione,huancabambae,
Scione_fusca_Tabanidae,,Tabanidae,,,Scione,fusca,
Scione_maculipennis_Tabanidae,,Tabanidae,,,Scione,maculipennis,
Scione_rufipes_Tabanidae,,Tabanidae,,,Scione,rufipes,
Pseudoscione_vittata_Tabanidae,,Tabanidae,,,Pseudoscione,vittata,
Pseudoscione_dorsoguttata_Tabanidae,,Tabanidae,,,Pseudoscione,dorsoguttata,
Parosca_viridiventris_Tabanidae,,Tabanidae,,,Parosca,viridiventris,
Parosca_latipalpis_Tabanidae,,Tabanidae,,,Parosca,latipalpis,
Scaptia_auranticula_Tabanidae,,Tabanidae,,,Scaptia,auranticula,
Pityocera_Elaphella_cervus_Tabanidae,,Tabanidae,,,Pityocera,cervus,
Fidena_Fidena_flavipennis_Tabanidae,,Tabanidae,,,Fidena,flavipennis,
Fidena_Fidena_sp_1_Tabanidae,,Tabanidae,,,Fidena,,1
Fidena_pallidula_Tabanidae,,Tabanidae,,,Fidena,pallidula,
Fidena_rhinophora_Tabanidae,,Tabanidae,,,Fidena,rhinophora,
Scaptia_minuscula_Tabanidae,,Tabanidae,,,Scaptia,minuscula,
Scaptia_tricolor_Tabanidae,,Tabanidae,,,Scaptia,tricolor,
Scaptia_Scaptia_alpina_Tabanidae,,Tabanidae,,,Scaptia,alpina,
Scaptia_aurata_Tabanidae,,Tabanidae,,,Scaptia,aurata,
Scaptia_brevirostris_Tabanidae,,Tabanidae,,,Scaptia,brevirostris,
Scaptia_nr_brevirostris_Tabanidae,,Tabanidae,,,Scaptia,brevirostris,nr
Scaptia_sp_3_Tabanidae,,Tabanidae,,,Scaptia,,3
Scaptia_jacksonii_Tabanidae,,Tabanidae,,,Scaptia,jacksonii,
Scaptia_monticola_Tabanidae,,Tabanidae,,,Scaptia,monticola,
Scaptia_fulgida_Tabanidae,,Tabanidae,,,Scaptia,fulgida,
Scaptia_abdominalis_Tabanidae,,Tabanidae,,,Scaptia,abdominalis,
Scaptia_similis_Tabanidae,,Tabanidae,,,Scaptia,similis,
Scaptia_jacksoniensis_Tabanidae,,Tabanidae,,,Scaptia,jacksoniensis,
Apocampta_subcana_Tabanidae,,Tabanidae,,,Apocampta,subcana,
Osca_lata_BDL038_Tabanidae,,Tabanidae,,,Osca,lata,BDL038
Plinthina_nigripuncta_Tabanidae,,Tabanidae,,,Plinthina,nigripuncta,
Plinthina_arnhemensis_Tabanidae,,Tabanidae,,,Plinthina,arnhemensis,
Plinthina_subcinerea_Tabanidae,,Tabanidae,,,Plinthina,subcinerea,
Plinthina_binotata_Tabanidae,,Tabanidae,,,Plinthina,binotata,
Myioscaptia_calliphora_Tabanidae,,Tabanidae,,,Myioscaptia,calliphora,
Myioscaptia_inopinata_Tabanidae,,Tabanidae,,,Myioscaptia,inopinata,
Myioscaptia_violacea_Tabanidae,,Tabanidae,,,Myioscaptia,violacea,
Copidapha_regisgeorgii_Tabanidae,,Tabanidae,,,Copidapha,regisgeorgii,
Copidapha_clavata_Tabanidae,,Tabanidae,,,Copidapha,clavata,
Copidapha_maculiventris_Tabanidae,,Tabanidae,,,Copidapha,maculiventris,
Copidapha_neoconcolor_Tabanidae,,Tabanidae,,,Copidapha,neoconcolor,
Copidapha_roei_BDL033_Tabanidae,,Tabanidae,,,Copidapha,roei,BDL033
Copidapha_lasiophthalma_BDL032_Tabanidae,,Tabanidae,,,Copidapha,lasiophthalma,BDL032
Scaptia_Pseudoscione_neoconcol_Tabanidaeor_was_sp_4_AUS,,Tabanidae,,,Scaptia,neoconcolor,4_AUS
Copidapha_quadrimacula_Tabanidae,,Tabanidae,,,Copidapha,quadrimacula,
Copidapha_aureohirta_Tabanidae,,Tabanidae,,,Copidapha,aureohirta,
Copidapha_subcontigua_Tabanidae,,Tabanidae,,,Copidapha,subcontigua,
Copidapha_xanthopilis_Tabanidae,,Tabanidae,,,Copidapha,xanthopilis,
Copidapha_bicolorata_Tabanidae,,Tabanidae,,,Copidapha,bicolorata,
Copidapha_aff__georgii_BDL_201_Tabanidae3,,Tabanidae,,,Copidapha,,
Copidapha_georgii_Tabanidae,,Tabanidae,,,Copidapha,georgii,
Copidapha_guttipennis_Tabanidae,,Tabanidae,,,Copidapha,guttipennis,
Copidapha_testaceomaculata_Tabanidae,,Tabanidae,,,Copidapha,testaceomaculata,
Copidapha_occidentalis_Tabanidae,,Tabanidae,,,Copidapha,occidentalis,
Osca_nr__lata_PEET1001_Tabanidae,,Tabanidae,,,Osca,,
Anzomyia_pegasus_Tabanidae,,Tabanidae,,,Anzomyia,pegasus,
Scioniini_gen__NZ_sp_adrel_Tabanidae,,Tabanidae,,Scioniini,,,
Scioniini_gen__NZ_sp_ricardoa_Tabanidaee,,Tabanidae,,Scioniini,,,
Scioniini_gen_NZ_sp_lerda_vou_Tabanidaecher_BDL103,,Tabanidae,,Scioniini,,,
Scioniini_gen__NZ_sp_milleri_Tabanidae,,Tabanidae,,Scioniini,,,
Stonemyia_rasa_Tabanidae,,Tabanidae,,,Stonemyia,rasa,
Mycteromyia_sp_1_Tabanidae,,Tabanidae,,,Mycteromyia,,
Esenbeckia_Palassomyia_fascipe_Tabanidaennis,,Tabanidae,,,Esenbeckia,fascipes,
Pegasomyia_abaureus_Tabanidae,,Tabanidae,,,Pegasomyia,abaureus,
Esenbeckia_Esenbeckia_prasiniv_Tabanidaeentris,,Tabanidae,,,Esenbeckia,prasiniv,
Esenbeckia_Ricardoa_sp_3_Tabanidae,,Tabanidae,,,Esenbeckia,,
Esenbeckia_Ricardoa_delta_Tabanidae,,Tabanidae,,,Esenbeckia,delta,
Esenbeckia_nr_lugubris_Fidena__TabanidaeLaphriomyia_sp_4,,Tabanidae,,,Esenbeckia,,
Ectenopsis_sp_1_Tabanidae,,Tabanidae,,,Ectenopsis,,
Apatolestes_sp_2_BKC_2014_Tabanidae,,Tabanidae,,,Apatolestes,,
Asaphomyia_floridensis_Tabanidae,,Tabanidae,,,Asaphomyia,floridensis,
Dasyomma_caeruleum_Athericidae,,Athericidae,,,Dasyomma,caeruleum,
Dasyomma_vittatum_Athericidae,,Athericidae,,,Dasyomma,vittatum,
Dasyomma_sp_Athericidae,,Athericidae,,,Dasyomma,,
Atherix_variegata_Athericidae,,Athericidae,,,Atherix,variegata,
Atherix_marginata_Athericidae,,Athericidae,,,Atherix,marginata,
Suragina_longipes_Athericidae,,Athericidae,,,Suragina,longipes,
Oreoleptis_torrenticola_Oreoleptidae,,Oreoleptidae,,,Oreoleptis,torrenticola,
Pseudoerinna_jonesi_Pelecorhynchidae,,Pelecorhynchidae,,,Pseudoerinna,jonesi,
Pelecorhynchus_personatus_Pelecorhynchidae,,Pelecorhynchidae,,,Pelecorhynchus,personatus,
Glutops_singularis_Pelecorhynchidae,,Pelecorhynchidae,,,Glutops,singularis,
Glutops_rossi_Pelecorhynchidae,,Pelecorhynchidae,,,Glutops,rossi,
Heterostomus_sp_PHK2011_Xylophagidae,,Xylophagidae,,,Heterostomus,,PHK2011
Arthropeas_magnum_Xylophagidae,,Xylophagidae,,,Arthropeas,magnum,
Coenomyia_ferruginea_Xylophagidae,,Xylophagidae,,,Coenomyia,ferruginea,
Dialysis_elongata_Xylophagidae,,Xylophagidae,,,Dialysis,elongata,
Rachicerus_obscuripennis_Xylophagidae,,Xylophagidae,,,Rachicerus,obscuripennis,
Xylophagus_cinctus_Xylophagidae,,Xylophagidae,,,Xylophagus,cinctus,
Exeretonevra_angustifrons_Xylophagidae,,Xylophagidae,,,Exeretonevra,angustifrons,
Heterostomus_curvipalpis_Xylophagidae,,Xylophagidae,,,Heterostomus,curvipalpis,
Pantophthalmus_sp_Pantophthalmidae,,Pantophthalmidae,,,Pantophthalmus,,
Pantophthalmus_sp_Pantophthalmidae_BW_2000,,Pantophthalmidae,,,Pantophthalmus,,BW_2000
Pantophthalmus_sp_Pantophthalmidae_MDT_2010,,Pantophthalmidae,,,Pantophthalmus,,MDT_2010
Solva_sp_CB0434_Xylomyidae,,Xylomyidae,,,Solva,,CB0434
Xylomya_parens_Xylomyidae,,Xylomyidae,,,Xylomya,parens,
Platylobium_zurstrasseni_Stratiomyidae,,Stratiomyidae,,,Platylobium,zurstrasseni,
Proegmenomyia_metallica_Stratiomyidae,,Stratiomyidae,,,Proegmenomyia,metallica,
Pseudocyphomyia_mimetica_Stratiomyidae,,Stratiomyidae,,,Pseudocyphomyia,mimetica,
Artemita_aurata_CB0303_Stratiomyidae,,Stratiomyidae,,,Artemita,aurata,CB0303
Culcua_nigra_Stratiomyidae,,Stratiomyidae,,,Culcua,nigra,
Culcua_kolibaci_Stratiomyidae,,Stratiomyidae,,,Culcua,kolibaci,
Tinda_javana_Stratiomyidae,,Stratiomyidae,,,Tinda,javana,
Pachygaster_atra_Stratiomyidae,,Stratiomyidae,,,Pachygaster,atra,
Eudmeta_marginata_Stratiomyidae,,Stratiomyidae,,,Eudmeta,marginata,
Microchrysa_polita_Stratiomyidae,,Stratiomyidae,,,Microchrysa,polita,
Ptecticus_brevipennis_Stratiomyidae,,Stratiomyidae,,,Ptecticus,brevipennis,
Sargus_bipunctatus_Stratiomyidae,,Stratiomyidae,,,Sargus,bipunctatus,
Sargus_thoracicus_Stratiomyidae,,Stratiomyidae,,,Sargus,thoracicus,
Merosargus_pictipes_Stratiomyidae,,Stratiomyidae,,,Merosargus,pictipes,
Ptecticus_sp_CB0409_Stratiomyidae,,Stratiomyidae,,,Ptecticus,,CB0409
Chloromyia_formosa_CB0502_Stratiomyidae,,Stratiomyidae,,,Chloromyia,formosa,CB0502
Solva_marginata_Xylomyidae,,Xylomyidae,,,Solva,marginata,
Nemotelus_nigrinus_Stratiomyidae,,Stratiomyidae,,,Nemotelus,nigrinus,
Nemotelus_sp_CB0430_Stratiomyidae,,Stratiomyidae,,,Nemotelus,,CB0430
Nemotelus_sp_CB0506_Stratiomyidae,,Stratiomyidae,,,Nemotelus,,CB0506
Acropeltates_sp_CB0311_Stratiomyidae,,Stratiomyidae,,,Acropeltates,,CB0311
Abavus_sp_Stratiomyidae,,Stratiomyidae,,,Abavus,,
Ruba_opponens_Stratiomyidae,,Stratiomyidae,,,Ruba,opponens,
Chrysochlorina_sp_CB0410_Stratiomyidae,,Stratiomyidae,,,Chrysochlorina,,CB0410
Hermetia_illucens_Stratiomyidae,,Stratiomyidae,,,Hermetia,illucens,
Hermetia_melanderi_Stratiomyidae,,Stratiomyidae,,,Hermetia,melanderi,
Cyphomyia_dispar_CB0109_Stratiomyidae,,Stratiomyidae,,,Cyphomyia,dispar,CB0109
Cyphomyia_altifrons_CB0105_Stratiomyidae,,Stratiomyidae,,,Cyphomyia,altifrons,CB0105
Cyphomyia_erecta_CB0426_Stratiomyidae,,Stratiomyidae,,,Cyphomyia,erecta,CB0426
Cyphomyia_n_sp_1_CAB2005_Stratiomyidae,,Stratiomyidae,,,Cyphomyia,,CAB2005
Cyphomyia_cyanea_CB0203_Stratiomyidae,,Stratiomyidae,,,Cyphomyia,cyanea,CB0203
Cyphomyia_pulchella_CB0212_Stratiomyidae,,Stratiomyidae,,,Cyphomyia,pulchella,CB0212
Cyphomyia_souzalopesi_CB0102_Stratiomyidae,,Stratiomyidae,,,Cyphomyia,souzalopesi,CB0102
Cyphomyia_nr_androgyna_CB0201_Stratiomyidae,,Stratiomyidae,,,Cyphomyia,,CB0201
Dicyphoma_schaefferi_Stratiomyidae,,Stratiomyidae,,,Dicyphoma,schaefferi,
Abasanistus_rubricornis_Stratiomyidae,,Stratiomyidae,,,Abasanistus,rubricornis,
Labocerina_atrata_Stratiomyidae,,Stratiomyidae,,,Labocerina,atrata,
Chordonota_inermis_CB0324_Stratiomyidae,,Stratiomyidae,,,Chordonota,inermis,CB0324
Meghyperus,,,,,Meghyperus,,
